layer,epoch,loss,accuracy
0,1,1.614790458800429,0.6693
0,2,0.8250725441059824,0.7264
0,3,0.7063338827278655,0.7557
0,4,0.6518959635395115,0.7678
0,5,0.6204285177133851,0.777
0,6,0.5971452492778584,0.7869
0,7,0.5806845032562644,0.7904
0,8,0.5683415461394746,0.7962
0,9,0.5582258019406917,0.7986
0,10,0.5505067655595682,0.8002
0,11,0.5424773440522662,0.8006
0,12,0.5368931278333826,0.8033
0,13,0.531942573139223,0.8051
0,14,0.5271984000327223,0.8084
0,15,0.5233107633509878,0.806
0,16,0.5198166910874642,0.8056
0,17,0.516679178860228,0.8113
0,18,0.5144516098297248,0.8115
0,19,0.5120255391476518,0.8109
0,20,0.5081093048645278,0.8141
0,21,0.50697681964454,0.8137
0,22,0.5051320518477488,0.8121
0,23,0.5031644545369229,0.8146
0,24,0.501022374225875,0.8134
0,25,0.5000411135665441,0.8108
0,26,0.4981761206004579,0.8168
0,27,0.49695109916945635,0.8118
0,28,0.49634732432284595,0.815
0,29,0.4948493040214151,0.8173
0,30,0.49264241275140797,0.8158
1,1,1.8326793808048054,0.6182
1,2,0.99243373082856,0.684
1,3,0.8469110474748126,0.7123
1,4,0.7776963549145197,0.7346
1,5,0.7348038715831304,0.7425
1,6,0.7043338902926041,0.7513
1,7,0.6819171663058006,0.7585
1,8,0.6642908595376096,0.7612
1,9,0.6494204179715302,0.766
1,10,0.6375851136142925,0.7686
1,11,0.6275153069172875,0.7711
1,12,0.6194477455090668,0.7728
1,13,0.6118855415764501,0.774
1,14,0.6050634525590024,0.7781
1,15,0.5988525091591528,0.7801
1,16,0.5942856962397948,0.782
1,17,0.5897179862200204,0.7786
1,18,0.5850920677185059,0.7834
1,19,0.5811289245799437,0.7849
1,20,0.5777058651891805,0.7841
1,21,0.5748476729554645,0.7875
1,22,0.571481881505352,0.7859
1,23,0.5691352961427074,0.7895
1,24,0.565939080412105,0.7868
1,25,0.5639419838533564,0.7893
1,26,0.5614119692374084,0.7916
1,27,0.5590192918050088,0.7892
1,28,0.5570461022651801,0.7904
1,29,0.555334928682295,0.791
1,30,0.5538449802641141,0.7927
2,1,1.7724643521389718,0.61
2,2,1.2133753804837244,0.6664
2,3,1.0201562390489094,0.6861
2,4,0.9242630025087777,0.6981
2,5,0.8667483218645645,0.7099
2,6,0.8266908334473432,0.7164
2,7,0.7975231621225002,0.723
2,8,0.7747537968522411,0.7278
2,9,0.7560386182898182,0.733
2,10,0.7407264133631173,0.7392
2,11,0.7279830726526552,0.7458
2,12,0.7170071127051014,0.7459
2,13,0.7072463571015051,0.7503
2,14,0.6982434452590296,0.7501
2,15,0.6900603690389859,0.753
2,16,0.6833573175688922,0.753
2,17,0.6775214025529764,0.7563
2,18,0.6717856859756728,0.7562
2,19,0.66567063331604,0.7594
2,20,0.6616227879362592,0.7594
2,21,0.6565316339670602,0.7604
2,22,0.6525530754509619,0.7605
2,23,0.6485708153853982,0.761
2,24,0.6448561205702313,0.7631
2,25,0.6410824555461689,0.7651
2,26,0.6382773659997067,0.7646
2,27,0.6359096765518188,0.7639
2,28,0.6323795035734014,0.7678
2,29,0.6292571910357071,0.7682
2,30,0.6267608323339688,0.7693
3,1,1.8803309242604143,0.5872
3,2,1.2427737248145927,0.638
3,3,1.0653457985085957,0.6624
3,4,0.977764937837245,0.679
3,5,0.9239199242349398,0.6876
3,6,0.8869748216564373,0.6917
3,7,0.858938077748832,0.6995
3,8,0.8373781897253909,0.7014
3,9,0.8191220548193333,0.7068
3,10,0.8034537798267299,0.7118
3,11,0.7909119068566015,0.716
3,12,0.7792350296246804,0.7135
3,13,0.7690847728212001,0.7206
3,14,0.7595426137164488,0.7228
3,15,0.7518500958458852,0.7257
3,16,0.7442780379521645,0.7289
3,17,0.7372238534992024,0.7309
3,18,0.7308321362834865,0.7322
3,19,0.7253441608558266,0.7325
3,20,0.7196119306451183,0.735
3,21,0.7148404616420552,0.7364
3,22,0.7101279618376393,0.7387
3,23,0.7057562904842829,0.7395
3,24,0.7014442439806663,0.741
3,25,0.6971771807993873,0.7435
3,26,0.6935582756996155,0.7459
3,27,0.6903308256197784,0.7461
3,28,0.6861769748946368,0.7448
3,29,0.6840313390149908,0.7445
3,30,0.6802483059592166,0.7491
4,1,2.7675550893201666,0.4594
4,2,1.319282493348849,0.6081
4,3,1.1387365672547938,0.6302
4,4,1.0518605527231248,0.6429
4,5,0.9956536586001768,0.6527
4,6,0.9563428799984819,0.6642
4,7,0.9267148335101241,0.6653
4,8,0.9036022586337591,0.6718
4,9,0.8839369193982269,0.6777
4,10,0.8674494361473342,0.6799
4,11,0.8542010056770454,0.6891
4,12,0.8420279965562335,0.6907
4,13,0.8310979180416819,0.6962
4,14,0.8220138509394759,0.6936
4,15,0.8133496238013446,0.7011
4,16,0.8058846845465192,0.7004
4,17,0.7984089942301734,0.7016
4,18,0.7919233602992559,0.7077
4,19,0.7856440099619203,0.7083
4,20,0.7796401563337294,0.7117
4,21,0.7742806814484677,0.7113
4,22,0.7702180106761092,0.7113
4,23,0.7647030888977697,0.7133
4,24,0.761258359682762,0.7153
4,25,0.7566374530226497,0.7156
4,26,0.7530832129009699,0.722
4,27,0.7494470780178651,0.7204
4,28,0.7452313041282912,0.7192
4,29,0.7419559218115725,0.7209
4,30,0.7386522596165285,0.7243
5,1,1.6849259117902335,0.5589
5,2,1.2412730475603524,0.613
5,3,1.1129421480631425,0.6343
5,4,1.04214539568303,0.6468
5,5,0.9970511309171127,0.6537
5,6,0.9636365710678747,0.6601
5,7,0.9387105248742185,0.6683
5,8,0.918942970744634,0.6707
5,9,0.9016052403692472,0.6742
5,10,0.8876142299781411,0.6791
5,11,0.8755945694648614,0.6824
5,12,0.8648540114952346,0.6826
5,13,0.8557764887809753,0.6892
5,14,0.8471778045266362,0.6869
5,15,0.8395262239343029,0.6884
5,16,0.8328888689057302,0.6906
5,17,0.8262652168839665,0.6914
5,18,0.8201834478620755,0.6933
5,19,0.8145789594973548,0.6928
5,20,0.80926254240133,0.6963
5,21,0.8051340246604661,0.6952
5,22,0.8004375827514519,0.7018
5,23,0.7960952277910911,0.7046
5,24,0.7922804911257857,0.7057
5,25,0.7885571142374459,0.7083
5,26,0.7856597577111196,0.7043
5,27,0.7819070361428342,0.7043
5,28,0.7790709612733226,0.7076
5,29,0.7760362746351857,0.7115
5,30,0.7729309706364648,0.7085
6,1,2.106263704219107,0.4825
6,2,1.3360448893854173,0.5699
6,3,1.1834561703568798,0.6006
6,4,1.110623248552872,0.6151
6,5,1.0625352778677213,0.6224
6,6,1.0275816786087166,0.6303
6,7,1.0005763546895172,0.6348
6,8,0.979084336151511,0.6408
6,9,0.9622338363679789,0.6461
6,10,0.9470363572492437,0.6519
6,11,0.9344167881092783,0.6575
6,12,0.9232986630019495,0.6607
6,13,0.9136996632915432,0.6653
6,14,0.9052097888316138,0.6646
6,15,0.8973650235240742,0.6698
6,16,0.8902036951760114,0.6678
6,17,0.8835747151051537,0.6722
6,18,0.8771773223149575,0.6724
6,19,0.8719991586976132,0.6731
6,20,0.8667883590116339,0.6748
6,21,0.8625271017268553,0.676
6,22,0.8583656236276789,0.6787
6,23,0.8529202513775583,0.6783
6,24,0.8495891952918748,0.6784
6,25,0.8460798869698735,0.6803
6,26,0.8423746834367009,0.677
6,27,0.838828369722528,0.6815
6,28,0.836016516564256,0.6822
6,29,0.8324089454392255,0.6839
6,30,0.8298637715436644,0.6861
7,1,1.8794847241902755,0.5377
7,2,1.2810710587743985,0.5805
7,3,1.1587235038563357,0.5975
7,4,1.0992474232689808,0.6119
7,5,1.0624564754760872,0.6203
7,6,1.0367333121218925,0.6248
7,7,1.0168463163456674,0.6295
7,8,1.001182823868121,0.6357
7,9,0.9883514602305525,0.6376
7,10,0.9767754865904986,0.6418
7,11,0.9673549290430747,0.6387
7,12,0.9584273261539007,0.6449
7,13,0.9501968410055516,0.6458
7,14,0.9430601778676955,0.6495
7,15,0.9368260401790425,0.6483
7,16,0.9304250408027132,0.652
7,17,0.9244837568978131,0.6507
7,18,0.919732591863406,0.6565
7,19,0.9141650068557868,0.657
7,20,0.9103038806026265,0.6606
7,21,0.9060645164069483,0.6635
7,22,0.902047630083763,0.663
7,23,0.8975892844846693,0.662
7,24,0.8948305885670549,0.6638
7,25,0.8906470789747724,0.6628
7,26,0.8872013829522214,0.6676
7,27,0.8844481262110048,0.6647
7,28,0.8817180789123147,0.6658
7,29,0.8786667555065478,0.6674
7,30,0.8757393057063475,0.6662
8,1,4.554349955865892,0.3805
8,2,1.6012388508198625,0.51
8,3,1.2956626031358363,0.5614
8,4,1.2240410578452934,0.5789
8,5,1.179503503492323,0.59
8,6,1.1485397472219951,0.598
8,7,1.1243641113830825,0.602
8,8,1.1056928371979018,0.6042
8,9,1.08825458712497,0.6107
8,10,1.0742564261969874,0.6117
8,11,1.0617478863667633,0.6182
8,12,1.0514359767154111,0.6183
8,13,1.0412109918513541,0.6179
8,14,1.0323216127137007,0.6259
8,15,1.0243681194418568,0.6275
8,16,1.0164411734726468,0.628
8,17,1.0097925703404314,0.6291
8,18,1.0039280693409807,0.6291
8,19,0.9978877326189461,0.6293
8,20,0.9918452157812604,0.634
8,21,0.9863760047039744,0.6382
8,22,0.9811836531606771,0.6389
8,23,0.9766585442979457,0.6406
8,24,0.9724729839017836,0.6425
8,25,0.9680018526012615,0.642
8,26,0.9645307973279791,0.6423
8,27,0.9604567097405255,0.6435
8,28,0.956084005913492,0.6458
8,29,0.9528528199357501,0.6481
8,30,0.9487645009816703,0.6438
classifier,1,2.9212599649267683,0.2598
classifier,2,2.156494387125565,0.3894
classifier,3,1.7970755282094923,0.4125
classifier,4,1.615867036884114,0.4653
classifier,5,1.5174060837697174,0.4835
classifier,6,1.4556785134945887,0.4945
classifier,7,1.4124978619106745,0.5028
classifier,8,1.378351284285723,0.5094
classifier,9,1.3509519645723247,0.513
classifier,10,1.3284094273033789,0.5195
classifier,11,1.3085923700009363,0.5255
classifier,12,1.2909450733055503,0.5313
classifier,13,1.2758013535354098,0.5388
classifier,14,1.2625037957045993,0.5442
classifier,15,1.2505671432462788,0.5482
classifier,16,1.2397784944308006,0.5512
classifier,17,1.2301903720629417,0.5528
classifier,18,1.2211366568581532,0.5551
classifier,19,1.2129838001930107,0.5593
classifier,20,1.2059649006795075,0.5601
classifier,21,1.1990864175861164,0.564
classifier,22,1.1929534855535475,0.566
classifier,23,1.1871077852734064,0.5683
classifier,24,1.1823961027597978,0.5717
classifier,25,1.1776348978786144,0.5726
classifier,26,1.172730276140116,0.5725
classifier,27,1.1683497348074185,0.5752
classifier,28,1.1646592010885983,0.5778
classifier,29,1.1605503963211836,0.5741
classifier,30,1.1571388891187764,0.5781
